player_id,full_name,short_name,position,secondary_positions,nationality,birthdate,height_cm,weight_kg,preferred_foot,current_club,club_id,market_value,contract_until,photo_url,last_seen_at,source_meta,metrics,gols,assistencias,xg,passes_precisos_pct,dribles_ganhos,duelos_aereos_ganhos_pct,interceptacoes,desarmes,grandes_chances_criadas,passes_decisivos,finalizacoes_no_alvo,minutos_jogados,jogos
846167,Nathan Siqueira,Ravi,Goleiro,,França,1994-05-10,179,76,Left,Bayern Munich,865,11.9,2030-06-06,https://example.com/photo.jpg,2026-04-10T12:09:06.304996,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.304996""}","{""gols"": 5, ""assistencias"": 0, ""xg"": 0.07, ""passes_precisos_pct"": 89.4, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 35.1, ""interceptacoes"": 1, ""desarmes"": 18, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 5, ""minutos_jogados"": 3234, ""jogos"": 14}",5,0,0.07,89.4,0,35.1,1,18,0,0,5,3234,14
106911,Levi Camargo,Rodrigo,Zagueiros,,Inglaterra,2008-04-18,196,81,Left,Palmeiras,153,81.0,2030-08-26,https://example.com/photo.jpg,2026-04-10T12:09:06.304996,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.304996""}","{""gols"": 4, ""assistencias"": 13, ""xg"": 1.44, ""passes_precisos_pct"": 53.6, ""dribles_ganhos"": 98, ""duelos_aereos_ganhos_pct"": 84.6, ""interceptacoes"": 64, ""desarmes"": 108, ""grandes_chances_criadas"": 18, ""passes_decisivos"": 51, ""finalizacoes_no_alvo"": 5, ""minutos_jogados"": 1301, ""jogos"": 26}",4,13,1.44,53.6,98,84.6,64,108,18,51,5,1301,26
196430,Davi Camargo,Pedro Henrique,Volantes,,Espanha,1999-02-04,172,94,Ambidextrous,Flamengo,663,119.3,2029-08-26,https://example.com/photo.jpg,2026-04-10T12:09:06.304996,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.304996""}","{""gols"": 1, ""assistencias"": 7, ""xg"": 2.86, ""passes_precisos_pct"": 76.2, ""dribles_ganhos"": 51, ""duelos_aereos_ganhos_pct"": 31.3, ""interceptacoes"": 34, ""desarmes"": 109, ""grandes_chances_criadas"": 6, ""passes_decisivos"": 14, ""finalizacoes_no_alvo"": 6, ""minutos_jogados"": 964, ""jogos"": 15}",1,7,2.86,76.2,51,31.3,34,109,6,14,6,964,15
329866,Thiago Castro,João Felipe,Médios,,Alemanha,2008-03-17,198,68,Ambidextrous,Bayern Munich,729,73.3,2029-04-10,https://example.com/photo.jpg,2026-04-10T12:09:06.304996,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.304996""}","{""gols"": 5, ""assistencias"": 19, ""xg"": 2.15, ""passes_precisos_pct"": 85.5, ""dribles_ganhos"": 37, ""duelos_aereos_ganhos_pct"": 69.9, ""interceptacoes"": 8, ""desarmes"": 6, ""grandes_chances_criadas"": 13, ""passes_decisivos"": 71, ""finalizacoes_no_alvo"": 12, ""minutos_jogados"": 1420, ""jogos"": 27}",5,19,2.15,85.5,37,69.9,8,6,13,71,12,1420,27
243362,Sr. João Felipe Ferreira,Diego,Médios,,Brasil,1998-03-23,182,94,Right,Botafogo,935,76.5,2031-02-18,https://example.com/photo.jpg,2026-04-10T12:09:06.304996,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.304996""}","{""gols"": 5, ""assistencias"": 7, ""xg"": 0.27, ""passes_precisos_pct"": 60.5, ""dribles_ganhos"": 81, ""duelos_aereos_ganhos_pct"": 83.0, ""interceptacoes"": 16, ""desarmes"": 28, ""grandes_chances_criadas"": 17, ""passes_decisivos"": 80, ""finalizacoes_no_alvo"": 14, ""minutos_jogados"": 1522, ""jogos"": 29}",5,7,0.27,60.5,81,83.0,16,28,17,80,14,1522,29
364809,Luiz Fernando da Rocha,Gabriel,Meias-atacantes,,Alemanha,1996-10-23,183,71,Ambidextrous,Real Madrid,150,45.5,2028-02-08,https://example.com/photo.jpg,2026-04-10T12:09:06.304996,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.304996""}","{""gols"": 3, ""assistencias"": 2, ""xg"": 21.84, ""passes_precisos_pct"": 69.9, ""dribles_ganhos"": 56, ""duelos_aereos_ganhos_pct"": 41.4, ""interceptacoes"": 6, ""desarmes"": 2, ""grandes_chances_criadas"": 8, ""passes_decisivos"": 30, ""finalizacoes_no_alvo"": 25, ""minutos_jogados"": 802, ""jogos"": 37}",3,2,21.84,69.9,56,41.4,6,2,8,30,25,802,37
626630,Matteo Câmara,Eduardo,Zagueiros,,Argentina,1989-12-02,178,93,Left,Real Madrid,551,58.5,2027-12-06,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 5, ""assistencias"": 12, ""xg"": 0.32, ""passes_precisos_pct"": 81.6, ""dribles_ganhos"": 32, ""duelos_aereos_ganhos_pct"": 49.5, ""interceptacoes"": 40, ""desarmes"": 39, ""grandes_chances_criadas"": 13, ""passes_decisivos"": 61, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 1271, ""jogos"": 35}",5,12,0.32,81.6,32,49.5,40,39,13,61,10,1271,35
901907,Sr. Enzo da Costa,Henrique,Centroavantes,,Brasil,2005-02-07,179,61,Right,Man City,4,93.2,2029-06-24,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 29, ""assistencias"": 2, ""xg"": 13.09, ""passes_precisos_pct"": 59.6, ""dribles_ganhos"": 25, ""duelos_aereos_ganhos_pct"": 42.7, ""interceptacoes"": 0, ""desarmes"": 10, ""grandes_chances_criadas"": 7, ""passes_decisivos"": 79, ""finalizacoes_no_alvo"": 68, ""minutos_jogados"": 2633, ""jogos"": 10}",29,2,13.09,59.6,25,42.7,0,10,7,79,68,2633,10
888410,Luigi Barros,Nicolas,Volantes,,Brasil,2000-07-02,184,71,Right,Bayern Munich,338,29.0,2028-03-03,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 3, ""assistencias"": 3, ""xg"": 0.91, ""passes_precisos_pct"": 83.3, ""dribles_ganhos"": 82, ""duelos_aereos_ganhos_pct"": 78.8, ""interceptacoes"": 65, ""desarmes"": 45, ""grandes_chances_criadas"": 10, ""passes_decisivos"": 19, ""finalizacoes_no_alvo"": 3, ""minutos_jogados"": 2284, ""jogos"": 15}",3,3,0.91,83.3,82,78.8,65,45,10,19,3,2284,15
737900,Luiz Henrique Casa Grande,Matteo,Volantes,,Espanha,1989-07-13,175,67,Left,Inter Milan,483,16.4,2030-06-21,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 4, ""assistencias"": 7, ""xg"": 0.58, ""passes_precisos_pct"": 65.3, ""dribles_ganhos"": 57, ""duelos_aereos_ganhos_pct"": 50.4, ""interceptacoes"": 73, ""desarmes"": 26, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 80, ""finalizacoes_no_alvo"": 5, ""minutos_jogados"": 2620, ""jogos"": 24}",4,7,0.58,65.3,57,50.4,73,26,0,80,5,2620,24
322145,Yago Rodrigues,Henry,Goleiro,,Brasil,2003-07-11,189,83,Ambidextrous,São Paulo,25,120.7,2028-10-24,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 2, ""assistencias"": 0, ""xg"": 0.41, ""passes_precisos_pct"": 85.1, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 23.1, ""interceptacoes"": 18, ""desarmes"": 22, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 5, ""minutos_jogados"": 636, ""jogos"": 35}",2,0,0.41,85.1,0,23.1,18,22,0,0,5,636,35
496528,Theo Siqueira,Pedro Henrique,Meias-atacantes,,Alemanha,1996-04-01,186,90,Ambidextrous,Palmeiras,434,74.6,2030-11-30,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 18, ""assistencias"": 18, ""xg"": 13.22, ""passes_precisos_pct"": 78.8, ""dribles_ganhos"": 86, ""duelos_aereos_ganhos_pct"": 24.9, ""interceptacoes"": 20, ""desarmes"": 1, ""grandes_chances_criadas"": 21, ""passes_decisivos"": 64, ""finalizacoes_no_alvo"": 18, ""minutos_jogados"": 2732, ""jogos"": 27}",18,18,13.22,78.8,86,24.9,20,1,21,64,18,2732,27
237009,Dr. Davi Lima,João Guilherme,Goleiro,,Inglaterra,2005-01-20,192,86,Ambidextrous,Botafogo,59,63.8,2028-05-26,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 0, ""assistencias"": 0, ""xg"": 1.53, ""passes_precisos_pct"": 68.1, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 77.7, ""interceptacoes"": 16, ""desarmes"": 24, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 8, ""minutos_jogados"": 1129, ""jogos"": 19}",0,0,1.53,68.1,0,77.7,16,24,0,0,8,1129,19
581179,Diogo Cavalcante,Yan,Meias-atacantes,,Inglaterra,2007-06-28,166,72,Left,Bayern Munich,531,114.1,2028-08-10,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 23, ""assistencias"": 11, ""xg"": 16.93, ""passes_precisos_pct"": 77.9, ""dribles_ganhos"": 86, ""duelos_aereos_ganhos_pct"": 52.0, ""interceptacoes"": 16, ""desarmes"": 12, ""grandes_chances_criadas"": 3, ""passes_decisivos"": 53, ""finalizacoes_no_alvo"": 33, ""minutos_jogados"": 2160, ""jogos"": 14}",23,11,16.93,77.9,86,52.0,16,12,3,53,33,2160,14
855966,Dr. Mateus Campos,Ravy,Extremos,,Inglaterra,1996-06-15,178,61,Left,Flamengo,513,140.1,2029-08-09,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 12, ""assistencias"": 4, ""xg"": 8.08, ""passes_precisos_pct"": 69.0, ""dribles_ganhos"": 15, ""duelos_aereos_ganhos_pct"": 79.3, ""interceptacoes"": 7, ""desarmes"": 28, ""grandes_chances_criadas"": 12, ""passes_decisivos"": 50, ""finalizacoes_no_alvo"": 76, ""minutos_jogados"": 3215, ""jogos"": 13}",12,4,8.08,69.0,15,79.3,7,28,12,50,76,3215,13
381559,Théo Vasconcelos,João Vitor,Laterais,,França,2001-08-08,175,68,Left,São Paulo,585,9.2,2028-12-30,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 2, ""assistencias"": 11, ""xg"": 1.59, ""passes_precisos_pct"": 83.4, ""dribles_ganhos"": 33, ""duelos_aereos_ganhos_pct"": 83.7, ""interceptacoes"": 53, ""desarmes"": 27, ""grandes_chances_criadas"": 1, ""passes_decisivos"": 67, ""finalizacoes_no_alvo"": 11, ""minutos_jogados"": 1272, ""jogos"": 19}",2,11,1.59,83.4,33,83.7,53,27,1,67,11,1272,19
758519,Henrique Pastor,Gabriel,Meias-atacantes,,Alemanha,1997-09-14,188,74,Ambidextrous,Arsenal,824,90.3,2029-06-09,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 4, ""assistencias"": 20, ""xg"": 8.47, ""passes_precisos_pct"": 79.5, ""dribles_ganhos"": 70, ""duelos_aereos_ganhos_pct"": 72.2, ""interceptacoes"": 19, ""desarmes"": 4, ""grandes_chances_criadas"": 7, ""passes_decisivos"": 13, ""finalizacoes_no_alvo"": 73, ""minutos_jogados"": 1223, ""jogos"": 17}",4,20,8.47,79.5,70,72.2,19,4,7,13,73,1223,17
251371,Enrico Macedo,Benício,Extremos,,França,1997-03-15,191,81,Ambidextrous,Real Madrid,759,89.4,2028-06-17,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 6, ""assistencias"": 15, ""xg"": 1.59, ""passes_precisos_pct"": 52.7, ""dribles_ganhos"": 31, ""duelos_aereos_ganhos_pct"": 39.8, ""interceptacoes"": 15, ""desarmes"": 23, ""grandes_chances_criadas"": 8, ""passes_decisivos"": 17, ""finalizacoes_no_alvo"": 69, ""minutos_jogados"": 2079, ""jogos"": 13}",6,15,1.59,52.7,31,39.8,15,23,8,17,69,2079,13
639409,André Silveira,Pedro Miguel,Zagueiros,,Espanha,1999-12-17,177,67,Right,Man City,965,116.1,2028-12-03,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 3, ""assistencias"": 3, ""xg"": 2.25, ""passes_precisos_pct"": 51.7, ""dribles_ganhos"": 72, ""duelos_aereos_ganhos_pct"": 60.8, ""interceptacoes"": 41, ""desarmes"": 120, ""grandes_chances_criadas"": 6, ""passes_decisivos"": 60, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 3109, ""jogos"": 23}",3,3,2.25,51.7,72,60.8,41,120,6,60,10,3109,23
434476,Luiz Gustavo Duarte,Pietro,Goleiro,,Alemanha,1989-09-20,178,66,Right,Botafogo,709,15.9,2029-11-13,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 5, ""assistencias"": 0, ""xg"": 0.08, ""passes_precisos_pct"": 79.2, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 27.2, ""interceptacoes"": 10, ""desarmes"": 7, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 753, ""jogos"": 20}",5,0,0.08,79.2,0,27.2,10,7,0,0,10,753,20
279008,Ravi Lucca Carvalho,João,Extremos,,Brasil,1993-03-19,177,89,Right,Flamengo,595,128.1,2030-12-30,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 27, ""assistencias"": 12, ""xg"": 23.66, ""passes_precisos_pct"": 60.5, ""dribles_ganhos"": 98, ""duelos_aereos_ganhos_pct"": 33.7, ""interceptacoes"": 17, ""desarmes"": 4, ""grandes_chances_criadas"": 24, ""passes_decisivos"": 71, ""finalizacoes_no_alvo"": 56, ""minutos_jogados"": 1054, ""jogos"": 21}",27,12,23.66,60.5,98,33.7,17,4,24,71,56,1054,21
850291,Luan Borges,Noah,Zagueiros,,Espanha,2003-06-16,191,75,Right,Flamengo,933,133.0,2030-10-13,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 2, ""assistencias"": 15, ""xg"": 0.17, ""passes_precisos_pct"": 69.9, ""dribles_ganhos"": 31, ""duelos_aereos_ganhos_pct"": 39.8, ""interceptacoes"": 16, ""desarmes"": 5, ""grandes_chances_criadas"": 24, ""passes_decisivos"": 24, ""finalizacoes_no_alvo"": 3, ""minutos_jogados"": 865, ""jogos"": 27}",2,15,0.17,69.9,31,39.8,16,5,24,24,3,865,27
335430,Brayan Porto,José Miguel,Meias-atacantes,,Inglaterra,1990-03-03,178,89,Ambidextrous,São Paulo,567,37.4,2027-12-25,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 29, ""assistencias"": 20, ""xg"": 7.51, ""passes_precisos_pct"": 95.0, ""dribles_ganhos"": 91, ""duelos_aereos_ganhos_pct"": 50.1, ""interceptacoes"": 4, ""desarmes"": 0, ""grandes_chances_criadas"": 22, ""passes_decisivos"": 18, ""finalizacoes_no_alvo"": 80, ""minutos_jogados"": 1131, ""jogos"": 18}",29,20,7.51,95.0,91,50.1,4,0,22,18,80,1131,18
254485,Dr. Gustavo Henrique Gonçalves,Joaquim,Meias-atacantes,,Alemanha,1991-10-07,172,75,Ambidextrous,São Paulo,488,129.2,2027-11-05,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 6, ""assistencias"": 20, ""xg"": 16.63, ""passes_precisos_pct"": 74.4, ""dribles_ganhos"": 83, ""duelos_aereos_ganhos_pct"": 76.7, ""interceptacoes"": 11, ""desarmes"": 2, ""grandes_chances_criadas"": 19, ""passes_decisivos"": 43, ""finalizacoes_no_alvo"": 6, ""minutos_jogados"": 2793, ""jogos"": 17}",6,20,16.63,74.4,83,76.7,11,2,19,43,6,2793,17
35000,Lucas Aparecida,Theodoro,Volantes,,Espanha,1991-04-18,170,87,Left,Arsenal,933,118.0,2030-03-22,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 0, ""assistencias"": 3, ""xg"": 0.05, ""passes_precisos_pct"": 80.6, ""dribles_ganhos"": 57, ""duelos_aereos_ganhos_pct"": 80.6, ""interceptacoes"": 28, ""desarmes"": 59, ""grandes_chances_criadas"": 15, ""passes_decisivos"": 27, ""finalizacoes_no_alvo"": 1, ""minutos_jogados"": 1492, ""jogos"": 32}",0,3,0.05,80.6,57,80.6,28,59,15,27,1,1492,32
508046,Mateus Caldeira,Luan,Médios,,Espanha,1996-10-24,175,63,Right,Flamengo,811,144.2,2030-03-23,https://example.com/photo.jpg,2026-04-10T12:09:06.307020,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.307020""}","{""gols"": 5, ""assistencias"": 19, ""xg"": 2.51, ""passes_precisos_pct"": 67.3, ""dribles_ganhos"": 58, ""duelos_aereos_ganhos_pct"": 66.6, ""interceptacoes"": 10, ""desarmes"": 12, ""grandes_chances_criadas"": 23, ""passes_decisivos"": 38, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 2068, ""jogos"": 35}",5,19,2.51,67.3,58,66.6,10,12,23,38,10,2068,35
662832,Isaque Pinto,Pedro Henrique,Goleiro,,Inglaterra,2008-01-30,174,83,Right,Arsenal,124,38.4,2027-10-09,https://example.com/photo.jpg,2026-04-10T12:09:06.309058,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.309058""}","{""gols"": 1, ""assistencias"": 0, ""xg"": 2.58, ""passes_precisos_pct"": 51.4, ""dribles_ganhos"": 0, ""duelos_aereos_ganhos_pct"": 64.4, ""interceptacoes"": 20, ""desarmes"": 4, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 0, ""finalizacoes_no_alvo"": 7, ""minutos_jogados"": 1711, ""jogos"": 16}",1,0,2.58,51.4,0,64.4,20,4,0,0,7,1711,16
287141,Liam Teixeira,José,Médios,,Inglaterra,2006-01-17,167,90,Ambidextrous,São Paulo,72,18.7,2027-11-28,https://example.com/photo.jpg,2026-04-10T12:09:06.309058,"{""source"": ""synthetic"", ""created_at"": ""2026-04-10T12:09:06.309058""}","{""gols"": 1, ""assistencias"": 12, ""xg"": 1.02, ""passes_precisos_pct"": 50.4, ""dribles_ganhos"": 48, ""duelos_aereos_ganhos_pct"": 41.3, ""interceptacoes"": 18, ""desarmes"": 16, ""grandes_chances_criadas"": 0, ""passes_decisivos"": 74, ""finalizacoes_no_alvo"": 10, ""minutos_jogados"": 3223, ""jogos"": 32}",1,12,1.02,50.4,48,41.3,18,16,0,74,10,3223,32
